PeakID (cmd=TPR1_QuEST_peaks.bed tair10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
R-1660	Chr3	5993186	5993375	+	105343	NA	promoter-TSS (AT3G17510.1)	promoter-TSS (AT3G17510.1)	-368	AT3G17510.1	821016	At.21023	NM_112631		CIPK1	CBL-interacting protein kinase 1|SNF1-RELATED PROTEIN KINASE 3.16|SnRK3.16	CBL-interacting serine/threonine-protein kinase 1	protein-coding
R-1646	Chr1	7851123	7851769	+	105343	NA	TTS (AT1G22230.1)	TTS (AT1G22230.1)	1585	AT1G22230.1	838828	At.68814	NM_102073		AT1G22230	F16L1.4|F16L1_4	hypothetical protein	protein-coding
R-1650	Chr5	15860031	15860743	+	105343	NA	promoter-TSS (AT5G39610.1)	promoter-TSS (AT5G39610.1)	-599	AT5G39610.1	833957	At.24490	NM_123323		NAC6	ANAC092|ATNAC2|ATNAC6|Arabidopsis NAC domain containing protein 92|MIJ24.11|MIJ24_11|NAC domain containing protein 2|NAC domain containing protein 6|NAC2|ORE1|ORESARA 1	NAC domain containing protein 6	protein-coding
R-1661	Chr2	19095647	19096550	+	105343	NA	promoter-TSS (AT2G46520.1)	promoter-TSS (AT2G46520.1)	-670	AT2G46520.1	819263	At.67632	NM_130217		AT2G46520	F11C10.33	exportin-2	protein-coding
R-1657	Chr3	8562285	8562940	+	105343	NA	TTS (AT3G23760.1)	TTS (AT3G23760.1)	2058	AT3G23760.1	821958	At.21852	NM_113280		AT3G23760	-	hypothetical protein	protein-coding
R-1655	Chr3	20356702	20357080	+	105343	NA	TTS (AT3G54940.2)	TTS (AT3G54940.2)	2540	AT3G54940.2	824659	At.28412	NM_115351		AT3G54940	-	Papain family cysteine protease	protein-coding
R-1648	Chr1	3772801	3773174	+	105343	NA	Intergenic	Intergenic	4263	AT1G11250.1	837666	At.51565	NM_100997		SYP125	ATSYP125|T28P6.10|T28P6_10|syntaxin of plants 125	syntaxin-125	protein-coding
R-1651	Chr5	766827	767524	+	105343	NA	TTS (AT5G03220.1)	TTS (AT5G03220.1)	1682	AT5G03220.1	831902	At.19988	NM_120400		AT5G03220	-	Mediator complex, subunit Med7	protein-coding
R-1666	Chr2	8093974	8094363	+	105343	NA	promoter-TSS (AT2G18680.1)	promoter-TSS (AT2G18680.1)	-612	AT2G18680.1	816383	At.73918	NM_127424		AT2G18680	MSF3.6|MSF3_6	hypothetical protein	protein-coding
R-1647	Chr1	3805743	3806774	+	105343	NA	promoter-TSS (AT1G11320.1)	promoter-TSS (AT1G11320.1)	-870	AT1G11320.1	837674	At.11558	NM_101005		AT1G11320	T28P6.3|T28P6_3	hypothetical protein	protein-coding
R-1658	Chr3	7282313	7282516	+	105343	NA	TTS (AT3G20820.1)	TTS (AT3G20820.1)	1536	AT3G20820.1	821630	At.27405	NM_112973		AT3G20820	-	leucine-rich repeat-containing protein	protein-coding
R-1690	Chr3	3303701	3304074	+	104741	NA	promoter-TSS (AT3G10572.1)	promoter-TSS (AT3G10572.1)	-381	AT3G10572.1	820223	At.47208	NM_180224		AT3G10572	-	putative 3-phosphoinositide-dependent protein kinase-1	protein-coding
R-1674	Chr1	4975939	4976417	+	104741	NA	promoter-TSS (AT1G14540.1)	promoter-TSS (AT1G14540.1)	-473	AT1G14540.1	838016	At.41966	NM_101321		AT1G14540	F14L17.32|F14L17_32	peroxidase 4	protein-coding
R-1685	Chr3	20686790	20687139	+	104741	NA	Intergenic	Intergenic	-2911	AT3G55730.1	824739	At.1704	NM_115431		MYB109	AtMYB109|myb domain protein 109	myb domain protein 109	protein-coding
R-1673	Chr1	12061839	12061984	+	104741	NA	Intergenic	Intergenic	-2426	AT1G33250.1	840219	At.27626	NM_103053		AT1G33250	T16O9.11|T16O9_11	fringe-related protein	protein-coding
R-1678	Chr5	8731986	8732425	+	104741	NA	Intergenic	Intergenic	-3869	AT5G25220.2	832593	At.5376	NM_001036861		KNAT3	F21J6.18|F21J6_18|KNAT3 HOMEOBOX PROTEIN|KNOTTED1-like homeobox gene 3	homeobox protein knotted-1-like 3	protein-coding
R-1680	Chr4	17770615	17770887	+	104741	NA	Intergenic	Intergenic	2709	AT4G37790.1	829935	At.23912	NM_119941		HAT22	HOMEOBOX PROTEIN|T28I19.70|T28I19_70	homeobox-leucine zipper protein HAT22	protein-coding
R-1683	Chr4	9450650	9451079	+	104741	NA	TTS (AT4G16780.1)	TTS (AT4G16780.1)	1750	AT4G16780.1	827384	At.74809	NM_117780		HB-2	ARABIDOPSIS THALIANA HOMEOBOX PROTEIN 2|ATHB-2|ATHB2|DL4415W|FCAALL.101|HAT4|homeobox protein 2	homeobox-leucine zipper protein HAT4	protein-coding
R-1689	Chr3	3431212	3431546	+	104741	NA	Intergenic	Intergenic	-4382	AT3G10960.1	820267	At.24263	NM_111933		AZG1	ATAZG1|AZA-guanine resistant1	adenine/guanine permease AZG1	protein-coding
R-1691	Chr2	19013532	19014095	+	104741	NA	TTS (AT2G46310.1)	TTS (AT2G46310.1)	-2000	AT2G46320.1	819240	At.48601	NM_180120		AT2G46320	T3F17.3	Mitochondrial substrate carrier family protein	protein-coding
R-1677	Chr5	24765337	24765608	+	104741	NA	promoter-TSS (AT5G61590.1)	promoter-TSS (AT5G61590.1)	-148	AT5G61590.1	836280	At.24138	NM_125552		AT5G61590	K11J9.4|K11J9_4	ethylene-responsive transcription factor ERF107	protein-coding
R-1687	Chr3	5462643	5462767	+	104741	NA	exon (AT3G16110.1, exon 3 of 12)	exon (AT3G16110.1, exon 3 of 12)	1055	AT3G16110.1	820856	At.50187	NM_112481		PDIL1-6	ARABIDOPSIS THALIANA PROTEIN DISULFIDE ISOMERASE 4|ATPDI4|ATPDIL1-6|PDI-like 1-6|PDI4|PROTEIN DISULFIDE ISOMERASE 4	protein PDI-like 1-6	protein-coding
R-1693	Chr2	7056428	7056632	+	104741	NA	Intergenic	Intergenic	4043	AT2G16290.1	816125	At.52768	NM_127185		AT2G16290	F16F14.21|F16F14_21	putative F-box protein	protein-coding
R-1671	Chr1	19698868	19699159	+	104741	NA	promoter-TSS (AT1G52890.1)	promoter-TSS (AT1G52890.1)	-531	AT1G52890.1	841722	At.28621	NM_104167		NAC019	ANAC019|F14G24.16|F14G24_16|NAC domain containing protein 19	NAC domain-containing protein 19	protein-coding
R-1684	Chr4	8468804	8469690	+	104741	NA	Intergenic	Intergenic	-1134	AT4G14750.1	827130	At.33246	NM_117560		IQD19	DL3415W|FCAALL.303|IQ-domain 19	protein IQ-domain 19	protein-coding
R-1688	Chr3	5079244	5079547	+	104741	NA	TTS (AT3G15090.1)	TTS (AT3G15090.1)	-2385	AT3G15095.2	820740	At.43799	NM_001084688		AT3G15095	-	hypothetical protein	protein-coding
R-1670	Chr1	21016238	21017061	+	104741	NA	promoter-TSS (AT1G56150.1)	promoter-TSS (AT1G56150.1)	-736	AT1G56150.1	842068	At.19679	NM_104494		AT1G56150	F14G9.23	SAUR-like auxin-responsive protein	protein-coding
R-1686	Chr3	19561255	19561378	+	104741	NA	TTS (AT3G52780.2)	TTS (AT3G52780.2)	-2309	AT3G52770.1	824443	At.28477	NM_115137		ZPR3	LITTLE ZIPPER 3	protein little zipper 3	protein-coding
R-1681	Chr4	13676991	13677346	+	104741	NA	TTS (AT4G27310.1)	TTS (AT4G27310.1)	1530	AT4G27310.1	828839	At.28344	NM_118865		AT4G27310	M4I22.120|M4I22_120	B-box type zinc finger-containing protein	protein-coding
R-1716	Chr2	14388488	14389180	+	104139	NA	intron (AT2G34070.1, intron 2 of 4)	intron (AT2G34070.1, intron 2 of 4)	1396	AT2G34070.1	817968	At.37861	NM_128958		TBL37	T14G11.19|T14G11_19|TRICHOME BIREFRINGENCE-LIKE 37	trichome birefringence-like 37 protein	protein-coding
R-1704	Chr5	16385388	16386090	+	104139	NA	promoter-TSS (AT5G40890.1)	promoter-TSS (AT5G40890.1)	-420	AT5G40890.1	834090	At.25457	NM_001036913		CLC-A	ATCLC-A|ATCLCA|CHLORIDE CHANNEL A|CHLORIDE CHANNEL-A|CLCA|chloride channel A	chloride channel protein CLC-a	protein-coding
R-1701	Chr5	23332798	23332931	+	104139	NA	Intergenic	Intergenic	-1953	AT5G57620.1	835866	At.7489	NM_125143		MYB36	AtMYB36|MUA2.20|MUA2_20|myb domain protein 36	myb domain protein 36	protein-coding
R-1714	Chr3	4845156	4845615	+	104139	NA	Intergenic	Intergenic	-4403	AT3G14450.1	820668	At.53311	NM_112305		CID9	CTC-interacting domain 9	CTC-interacting domain 9 protein	protein-coding
R-1711	Chr3	18975219	18975455	+	104139	NA	TTS (AT3G51080.1)	TTS (AT3G51080.1)	2124	AT3G51080.1	824272	At.27088	NM_114968		GATA6	GATA transcription factor 6	GATA transcription factor 6	protein-coding
R-1697	Chr1	22939376	22939555	+	104139	NA	promoter-TSS (AT1G62050.1)	promoter-TSS (AT1G62050.1)	-441	AT1G62050.1	842501	At.10751	NM_104886		AT1G62050	-	ankyrin repeat-containing protein	protein-coding
R-1712	Chr3	18024383	18024829	+	104139	NA	promoter-TSS (AT3G48650.1)	promoter-TSS (AT3G48650.1)	-57	AT3G48650.1	3769688				AT3G48650	-	pseudo	pseudo
R-1699	Chr1	12355343	12355827	+	104139	NA	promoter-TSS (AT1G33990.1)	promoter-TSS (AT1G33990.1)	17	AT1G33990.1	840296	At.66856	NM_103121		MES14	ATMES14|F12G12.19|F12G12_19|METHYL ESTERASE 14|methyl esterase 14	methyl esterase 14	protein-coding
R-1700	Chr1	4371631	4371799	+	104139	NA	promoter-TSS (AT1G12820.1)	promoter-TSS (AT1G12820.1)	-422	AT1G12820.1	837838	At.71229	NM_101152		AFB3	F13K23.7|F13K23_7|auxin signaling F-box 3	auxin signaling F-box 3 protein	protein-coding
R-1703	Chr5	19896684	19897106	+	104139	NA	TTS (AT5G49100.1)	TTS (AT5G49100.1)	2219	AT5G49100.1	834969	At.43979	NM_124287		AT5G49100	K20J1.7|K20J1_7	hypothetical protein	protein-coding
R-1710	Chr3	22655463	22655944	+	104139	NA	TTS (AT3G61198.1)	TTS (AT3G61198.1)	896	AT3G61198.1	5008103				AT3G61198	-	ncRNA	ncRNA
R-1717	Chr2	11150300	11150883	+	104139	NA	promoter-TSS (AT2G26190.1)	promoter-TSS (AT2G26190.1)	-81	AT2G26190.1	817159	At.22198	NM_128177		AT2G26190	T1D16.17|T1D16_17	calmodulin-binding-like protein	protein-coding
R-1705	Chr5	8122584	8122995	+	104139	NA	promoter-TSS (AT5G24030.1)	promoter-TSS (AT5G24030.1)	-5	AT5G24030.1	832468	At.6575	NM_122308		SLAH3	MZF18.9|MZF18_9|SLAC1 homologue 3	SLAC1 homologue 3	protein-coding
R-1695	Chr1	25739323	25739533	+	104139	NA	Intergenic	Intergenic	-1426	AT1G68560.1	843185	At.24728	NM_105527		XYL1	ALPHA-XYLOSIDASE 1|ATXYL1|F24J5.20|F24J5_20|TRG1|alpha-xylosidase 1|thermoinhibition resistant germination 1	alpha-xylosidase 1	protein-coding
R-1706	Chr4	15946830	15948277	+	104139	NA	promoter-TSS (AT4G33050.3)	promoter-TSS (AT4G33050.3)	-527	AT4G33050.4	829442	At.27460	NM_001125635		EDA39	F4I10.2|embryo sac development arrest 39	calmodulin-binding protein	protein-coding
R-1707	Chr4	14578183	14578587	+	104139	NA	TTS (AT4G29770.1)	TTS (AT4G29770.1)	-1319	AT4G29780.1	829100	At.3318	NM_119124		AT4G29780	F27B13.20|F27B13_20	hypothetical protein	protein-coding
R-1715	Chr3	4537707	4538025	+	104139	NA	promoter-TSS (AT3G13800.1)	promoter-TSS (AT3G13800.1)	-901	AT3G13800.2	820592	At.39341	NM_001084677		AT3G13800	-	metallo-beta-lactamase family protein	protein-coding
R-1713	Chr3	6346008	6346500	+	104139	NA	Intergenic	Intergenic	-3076	AT3G18485.1	821378	At.53372	NM_148731		ILR2	IAA-LEUCINE RESISTANT 2	iaa-leucine resistant 2	protein-coding
R-1709	Chr4	368309	368649	+	104139	NA	Intergenic	Intergenic	-1205	AT4G00880.1	827989	At.27133	NM_116314		AT4G00880	A_TM018A10.6|A_TM018A10_6|T18A10.18|T18A10_18	SAUR-like auxin-responsive protein	protein-coding
R-1698	Chr1	20430229	20430391	+	104139	NA	promoter-TSS (AT1G54740.1)	promoter-TSS (AT1G54740.1)	-459	AT1G54740.1	841915	At.37173	NM_104350		AT1G54740	T22H22.16|T22H22_16	hypothetical protein	protein-coding
R-1696	Chr1	24642035	24642195	+	104139	NA	promoter-TSS (AT1G66170.1)	promoter-TSS (AT1G66170.1)	-471	AT1G66173.1	6240872				AT1G66173	-	ncRNA	ncRNA
R-1732	Chr2	12821306	12821673	+	103537	NA	promoter-TSS (AT2G30040.1)	promoter-TSS (AT2G30040.1)	-221	AT2G30040.1	817555	At.28381	NM_128559		MAPKKK14	F23F1.4|F23F1_4|mitogen-activated protein kinase kinase kinase 14	mitogen-activated protein kinase kinase kinase 14	protein-coding
R-1734	Chr2	11479993	11480681	+	103537	NA	Intergenic	Intergenic	-1286	AT2G26910.1	817232	At.12882	NM_128248		PDR4	ATPDR4|F12C20.5|F12C20_5|PLEIOTROPIC DRUG RESISTANCE 4|pleiotropic drug resistance 4	ABC transporter G family member 32	protein-coding
R-1736	Chr2	8783154	8783823	+	103537	NA	TTS (AT2G20340.1)	TTS (AT2G20340.1)	-1281	AT2G20350.1	816554	At.50667	NM_127594		AT2G20350	F11A3.10|F11A3_10	ethylene-responsive transcription factor ERF120	protein-coding
R-1720	Chr1	22598109	22598762	+	103537	NA	Intergenic	Intergenic	-3366	AT1G61260.1	842420	At.10420	NM_104807		AT1G61260	F11P17.2|F11P17_2	hypothetical protein	protein-coding
R-1724	Chr5	23018110	23018540	+	103537	NA	Intergenic	Intergenic	-2654	AT5G56890.1	835791	At.20341	NM_148141		AT5G56890	-	protein kinase family protein	protein-coding
R-1733	Chr2	12202776	12203081	+	103537	NA	Intergenic	Intergenic	-2163	AT2G28510.1	817399	At.28359	NM_128411		AT2G28510	T17D12.7|T17D12_7	Dof zinc finger protein DOF2.1	protein-coding
R-1729	Chr3	6118388	6118579	+	103537	NA	Intergenic	Intergenic	-1284	AT3G17860.1	821055	At.8035	NM_001084705		JAZ3	JAI3|JASMONATE-INSENSITIVE 3|TIFY6B|jasmonate-zim-domain protein 3	protein TIFY 6B	protein-coding
R-1719	Chr1	24996152	24996720	+	103537	NA	promoter-TSS (AT1G66970.1)	promoter-TSS (AT1G66970.1)	-319	AT1G66970.2	843015	At.27516	NM_001198404		SVL2	F1O19.5|F1O19_5|SHV3-like 2	putative glycerophosphoryl diester phosphodiesterase 3	protein-coding
R-1721	Chr1	22519954	22520147	+	103537	NA	Intergenic	Intergenic	3448	AT1G61110.1	842404	At.10430	NM_104792		NAC025	F11P17.16|F11P17_16|NAC domain containing protein 25|anac025	NAC domain containing protein 25	protein-coding
R-1728	Chr3	19236506	19237422	+	103537	NA	Intergenic	Intergenic	-2463	AT3G51860.1	824349	At.11926	NM_115045		CAX3	ATCAX3|ATHCX1|CALCIUM/PROTON EXCHANGER CAX1-LIKE PROTEIN|CAX1-LIKE|cation exchanger 3	vacuolar cation/proton exchanger 3	protein-coding
R-1730	Chr3	608096	608381	+	103537	NA	promoter-TSS (AT3G02800.1)	promoter-TSS (AT3G02800.1)	-352	AT3G02800.1	821239	At.41076	NM_111148		AT3G02800	F13E7.26|F13E7_26	tyrosine specific protein phosphatase-like protein	protein-coding
R-1722	Chr1	10691516	10692297	+	103537	NA	Intergenic	Intergenic	-1068	AT1G30330.2	839913	At.21939	NM_001036038		ARF6	T4K22.6|T4K22_6|auxin response factor 6	auxin response factor 6	protein-coding
R-1737	Chr1	28083300	28083500	+	102935	NA	promoter-TSS (AT1G74740.1)	promoter-TSS (AT1G74740.1)	-756	AT1G74740.1	843813	At.48374	NM_106132		CPK30	ATCPK30|CALCIUM-DEPENDENT PROTEIN KINASE 1A|CDPK1A|F25A4.29|F25A4_29|calcium-dependent protein kinase 30	calcium-dependent protein kinase 30	protein-coding
R-1745	Chr5	26547785	26548117	+	102935	NA	promoter-TSS (AT5G66480.1)	promoter-TSS (AT5G66480.1)	-183	AT5G66490.1	836781	At.42966	NM_126047		AT5G66490	K1F13.15|K1F13_15	hypothetical protein	protein-coding
R-1747	Chr5	21271496	21272188	+	102935	NA	Intergenic	Intergenic	-1107	AT5G52400.1	835316	At.29616	NM_124619		CYP715A1	K24M7.14|K24M7_14|cytochrome P450|family 715|polypeptide 1|subfamily A	cytochrome P450, family 715, subfamily A, polypeptide 1	protein-coding
R-1753	Chr3	19570700	19570910	+	102935	NA	TTS (AT3G52800.1)	TTS (AT3G52800.1)	1494	AT3G52800.1	824446	At.23179	NM_115140		AT3G52800	-	zinc finger A20 and AN1 domain-containing stress-associated protein 6	protein-coding
R-1757	Chr2	14985081	14985405	+	102935	NA	promoter-TSS (AT2G35650.1)	promoter-TSS (AT2G35650.1)	-245	AT2G35650.1	818134	At.26642	NM_129120		CSLA07	ATCSLA07|ATCSLA7|CELLULOSE SYNTHASE LIKE A7|CSLA7|T20F21.16|T20F21_16|cellulose synthase like	putative mannan synthase 7	protein-coding
R-1742	Chr1	16137861	16138143	+	102935	NA	promoter-TSS (AT1G42990.1)	promoter-TSS (AT1G42990.1)	-539	AT1G42990.1	840897	At.74814	NM_103458		BZIP60	ATBZIP60|Bbasic region/leucine zipper motif 60|F13A11.5|F13A11_5|basic region/leucine zipper motif 60	bZIP transcription factor 60	protein-coding
R-1750	Chr4	17535047	17535609	+	102935	NA	Intergenic	Intergenic	-4822	AT4G37250.1	829879	At.27846	NM_119888		AT4G37250	AP22.22|AP22_22	putative LRR receptor-like serine/threonine-protein kinase	protein-coding
R-1749	Chr5	1504998	1505195	+	102935	NA	TTS (AT5G05100.1)	TTS (AT5G05100.1)	1864	AT5G05090.1	830391	At.33034	NM_120591		AT5G05090	MUG13.5|MUG13_5	myb family transcription factor	protein-coding
R-1744	Chr1	1169105	1169262	+	102935	NA	promoter-TSS (AT1G04360.1)	promoter-TSS (AT1G04360.1)	-305	AT1G04360.1	839540	At.42456	NM_100316		AT1G04360	F19P19.21|F19P19_21	RING-H2 finger protein ATL1	protein-coding
R-1752	Chr4	473754	474206	+	102935	NA	promoter-TSS (AT4G01090.1)	promoter-TSS (AT4G01090.1)	-188	AT4G01090.1	827898	At.28429	NM_116339		AT4G01090	F2N1.13|F2N1_13	hypothetical protein	protein-coding
R-1751	Chr4	12522444	12522999	+	102935	NA	Intergenic	Intergenic	-1770	AT4G24120.1	828512	At.3668	NM_118544		YSL1	ATYSL1|T19F6.110|T19F6_110|YELLOW STRIPE LIKE 1|YELLOW STRIPE like 1	metal-nicotianamine transporter YSL1	protein-coding
R-1738	Chr1	26905159	26905500	+	102935	NA	Intergenic	Intergenic	-1124	AT1G71390.1	843480	At.52479	NM_105808		RLP11	AtRLP11|F3I17.31|F3I17_31|receptor like protein 11	receptor like protein 11	protein-coding
R-1748	Chr5	2613207	2613346	+	102935	NA	Intergenic	Intergenic	-3026	AT5G08130.5	830708	At.67940	NM_001125718		BIM1	T22D6.70|T22D6_70	transcription factor BIM1	protein-coding
R-1758	Chr2	411951	412616	+	102935	NA	intron (AT2G01905.1, intron 8 of 8)	intron (AT2G01905.1, intron 8 of 8)	1956	AT2G01905.1	3768365	At.18921	NM_001035867		CYCJ18	cyclin J18	cyclin J18	protein-coding
R-1755	Chr3	3419884	3420293	+	102935	NA	TTS (AT3G10920.1)	TTS (AT3G10920.1)	744	AT3G10930.1	820264	At.39835	NM_111930		AT3G10930	-	hypothetical protein	protein-coding
R-1743	Chr1	11814893	11815015	+	102935	NA	promoter-TSS (AT1G32670.1)	promoter-TSS (AT1G32670.1)	-710	AT1G32670.1	840161	At.51886	NM_103001		AT1G32670	F6N18.7|F6N18_7	hypothetical protein	protein-coding
R-1780	Chr2	7951082	7951915	+	102333	NA	TTS (AT2G18300.3)	TTS (AT2G18300.3)	-1169	AT2G18290.1	816345	At.63472	NM_127387		APC10	T30D6.20|T30D6_20|anaphase promoting complex 10	anaphase-promoting complex subunit 10	protein-coding
R-1768	Chr5	19530915	19531118	+	102333	NA	promoter-TSS (AT5G48160.2)	promoter-TSS (AT5G48160.2)	-700	AT5G48160.2	834868	At.28240	NM_001036954		OBE2	MIF21.5|MIF21_5|OBERON2	OBERON 2 protein	protein-coding
R-1778	Chr3	5351809	5352049	+	102333	NA	intron (AT3G15820.1, intron 1 of 2)	intron (AT3G15820.1, intron 1 of 2)	858	AT3G15820.1	820825	At.5629	NM_112452		ROD1	REDUCED OLEATE DESATURATION 1	phosphatidic acid phosphatase-related protein	protein-coding
R-1764	Chr1	7142111	7142394	+	102333	NA	promoter-TSS (AT1G20620.2)	promoter-TSS (AT1G20620.2)	-815	AT1G20620.1	838651	At.24821	NM_001035995		CAT3	ATCAT3|F5M15.5|F5M15_5|SEN2|SENESCENCE 2|catalase 3	catalase 3	protein-coding
R-1774	Chr4	11896830	11897905	+	102333	NA	promoter-TSS (AT4G22590.1)	promoter-TSS (AT4G22590.1)	-887	AT4G22592.1	6240752		NM_001125559		CPuORF27	conserved peptide upstream open reading frame 27	uncharacerized protein	protein-coding
R-1759	Chr1	27952849	27953123	+	102333	NA	Intergenic	Intergenic	-1245	AT1G74360.1	843777	At.48371	NM_106096		AT1G74360	F1M20.4|F1M20_4	putative LRR receptor-like serine/threonine-protein kinase	protein-coding
R-1766	Chr5	25754110	25754297	+	102333	NA	intron (AT5G64410.1, intron 1 of 4)	intron (AT5G64410.1, intron 1 of 4)	849	AT5G64410.1	836562	At.7393	NM_125837		OPT4	ARABIDOPSIS THALIANA OLIGOPEPTIDE TRANSPORTER 4|ATOPT4|MSJ1.25|MSJ1_25|oligopeptide transporter 4	oligopeptide transporter 4	protein-coding
R-1760	Chr1	25724863	25725418	+	102333	NA	TTS (AT1G68550.2)	TTS (AT1G68550.2)	2246	AT1G68550.2	843184	At.21149	NM_105526		AT1G68550	T26J14.12|T26J14_12	ethylene-responsive transcription factor ERF118	protein-coding
R-1777	Chr3	11011469	11011658	+	102333	NA	exon (AT3G29030.1, exon 3 of 3)	exon (AT3G29030.1, exon 3 of 3)	1795	AT3G29030.1	822543	At.5970	NM_113824		EXPA5	ARABIDOPSIS THALIANA EXPANSIN 5|ARABIDOPSIS THALIANA EXPANSIN A5|ATEXP5|ATEXPA5|ATHEXP ALPHA 1.4|EXP5|EXPANSIN 5|expansin A5	expansin A5	protein-coding
R-1776	Chr3	11195708	11195853	+	102333	NA	promoter-TSS (AT3G29250.1)	promoter-TSS (AT3G29250.1)	-787	AT3G29250.1	822580	At.47881	NM_001125265		AT3G29250	-	Rossmann-fold NAD(P)-binding domain-containing protein	protein-coding
R-1767	Chr5	23840482	23841175	+	102333	NA	3' UTR (AT5G59050.2, exon 2 of 3)	3' UTR (AT5G59050.2, exon 2 of 3)	1831	AT5G59050.1	836022	At.27245	NM_125295		AT5G59050	K18B18.4|K18B18_4	hypothetical protein	protein-coding
R-1762	Chr1	19888856	19889155	+	102333	NA	promoter-TSS (AT1G53310.3)	promoter-TSS (AT1G53310.3)	-636	AT1G53310.2	841765	At.23221	NM_001036101		PPC1	ATPEPC1|ATPPC1|F12M16.21|F12M16_21|PEP(PHOSPHOENOLPYRUVATE) CARBOXYLASE 1|PEPC1|phosphoenolpyruvate carboxylase 1	phosphoenolpyruvate carboxylase 1	protein-coding
R-1773	Chr4	13393677	13393924	+	102333	NA	TTS (AT4G26530.2)	TTS (AT4G26530.2)	-1693	AT4G26542.1	10723129				AT4G26542	-	ncRNA	ncRNA
R-1763	Chr1	10001104	10001789	+	102333	NA	TTS (AT1G28440.1)	TTS (AT1G28440.1)	-1704	AT1G28447.1	7922288				AT1G28447	-	pseudo	pseudo
R-1772	Chr4	15489475	15490000	+	102333	NA	TTS (AT4G32020.1)	TTS (AT4G32020.1)	-1003	AT4G32030.2	829334	At.1884	NM_119355		AT4G32030	F10N7.160|F10N7_160	hypothetical protein	protein-coding
R-1782	Chr1	28336670	28336863	+	101731	NA	TTS (AT1G75500.2)	TTS (AT1G75500.2)	1264	AT1G75490.1	843885	At.74106	NM_106202		AT1G75490	F1B16.21	dehydration-responsive element-binding protein 2D	protein-coding
R-1791	Chr1	1174047	1174513	+	101731	NA	promoter-TSS (AT1G04370.1)	promoter-TSS (AT1G04370.1)	-897	AT1G04370.1	839539	At.50643	NM_100317		ERF14	ATERF14|Ethylene-responsive element binding factor 14|F19P19.19|F19P19_19	ethylene-responsive transcription factor 14	protein-coding
R-1812	Chr2	18362548	18363067	+	101731	NA	intron (AT2G44480.1, intron 12 of 12)	intron (AT2G44480.1, intron 12 of 12)	-1949	AT2G44490.1	819056	At.36752	NM_130012		PEN2	BETA GLUCOSIDASE 26|BGLU26|F4I1.30|PENETRATION 2	beta-glucosidase 26	protein-coding
R-1794	Chr5	21558255	21558466	+	101731	NA	TTS (AT5G53150.1)	TTS (AT5G53150.1)	-2358	AT5G53160.2	835397	At.72721	NM_124695		RCAR3	MFH8.10|MFH8_10|PYL8|PYR1-like 8|regulatory components of ABA receptor 3	abscisic acid receptor PYL8	protein-coding
R-1801	Chr4	7153973	7154147	+	101731	NA	promoter-TSS (AT4G11900.1)	promoter-TSS (AT4G11900.1)	-489	AT4G11900.1	826797	At.63693	NM_117260		AT4G11900	T26M18.110|T26M18_110	S-locus lectin protein kinase-like protein	protein-coding
R-1800	Chr4	14626115	14626492	+	101731	NA	TTS (AT4G29905.1)	TTS (AT4G29905.1)	1328	AT4G29905.1	829113	At.67713	NM_148384		AT4G29905	-	hypothetical protein	protein-coding
R-1785	Chr1	21059039	21059938	+	101731	NA	Intergenic	Intergenic	-1911	AT1G56240.1	842077	At.75033	NM_104503		PP2-B13	AtPP2-B13|F14G9.15|F14G9_15|phloem protein 2-B13	F-box protein PP2-B13	protein-coding
R-1806	Chr3	14689922	14690087	+	101731	NA	promoter-TSS (AT3G42580.1)	promoter-TSS (AT3G42580.1)	-817	AT3G42580.1	823270				AT3G42580	-	pseudo	pseudo
R-1797	Chr5	3530974	3531170	+	101731	NA	Intergenic	Intergenic	-1330	AT5G11100.1	830978	At.54810	NM_121148		SYTD	ATSYTD|NTMC2T2.2|NTMC2TYPE2.2|SYT4|T5K6.90|T5K6_90|synaptotagmin 4	calcium-dependent lipid-binding domain-containing protein	protein-coding
R-1788	Chr1	12986314	12986981	+	101731	NA	Intergenic	Intergenic	-2064	AT1G35350.1	840424	At.49310	NM_103232		AT1G35350	T9I1.12|T9I1_12	phosphate transporter PHO1-8	protein-coding
R-1793	Chr5	21733529	21734137	+	101731	NA	Intergenic	Intergenic	-4533	AT5G53500.1	835432	At.29552	NM_124730		AT5G53500	MNC6.4|MNC6_4	transducin/WD40 domain-containing protein	protein-coding
